time,open,high,low,close,volume,ma5,range,target,bull,ror,hpr,dd
2014-01-26 00:00:00,867000.0,894000.0,866000.0,892000.0,267.95278315,883800.0,14000.0,875000.0,False,1.0162285714285713,1.0940106907610556,6.126660876475481
2014-01-27 00:00:00,893000.0,903000.0,879000.0,886000.0,285.27768931,882400.0,12000.0,907000.0,True,1.0,1.0940106907610556,6.126660876475481
2014-01-28 00:00:00,880000.0,885000.0,848000.0,879000.0,244.29252255,881200.0,18500.0,892000.0,False,1.0,1.0940106907610556,6.126660876475481
2014-01-29 00:00:00,871000.0,876000.0,857000.0,864000.0,130.50348362,879400.0,9500.0,889500.0,False,1.0,1.0940106907610556,6.126660876475481
2014-01-30 00:00:00,865000.0,874000.0,863000.0,874000.0,121.4175575,878200.0,5500.0,874500.0,False,1.0,1.0940106907610556,6.126660876475481
2014-01-31 00:00:00,874000.0,886000.0,874000.0,883000.0,110.71834803,879000.0,6000.0,879500.0,False,1.0007795338260375,1.0948635091005505,6.053483433265603
2014-02-01 00:00:00,882000.0,899000.0,879000.0,899000.0,159.01831297,877200.0,10000.0,888000.0,True,1.0091873873873873,1.1049224442949717,5.190360391871404
2014-02-02 00:00:00,900000.0,907000.0,887000.0,902000.0,208.17334755,879800.0,10000.0,910000.0,True,1.0,1.1049224442949717,5.190360391871404
2014-02-03 00:00:00,902000.0,904000.0,890000.0,896000.0,209.50152278,884400.0,7000.0,912000.0,True,1.0,1.1049224442949717,5.190360391871404
2014-02-04 00:00:00,897000.0,897000.0,882000.0,891000.0,141.13545967,890800.0,7500.0,904000.0,True,1.0,1.1049224442949717,5.190360391871404
2014-02-05 00:00:00,892000.0,892000.0,886000.0,890000.0,119.86970917,894200.0,3000.0,899500.0,False,1.0,1.1049224442949717,5.190360391871404
2014-02-06 00:00:00,888000.0,889000.0,857000.0,866000.0,230.93727352,895600.0,16000.0,891000.0,False,1.0,1.1049224442949717,5.190360391871404
2014-02-07 00:00:00,866000.0,869000.0,751000.0,824000.0,582.19373117,889000.0,59000.0,882000.0,False,1.0,1.1049224442949717,5.190360391871404
2014-02-08 00:00:00,824000.0,874000.0,790000.0,821000.0,266.73130187,873400.0,42000.0,883000.0,False,1.0,1.1049224442949717,5.190360391871404
2014-02-09 00:00:00,821000.0,821000.0,782000.0,805000.0,211.85764079,858400.0,19500.0,863000.0,False,1.0,1.1049224442949717,5.190360391871404
2014-02-10 00:00:00,805000.0,825000.0,700000.0,756000.0,609.6699087,841200.0,62500.0,824500.0,False,0.9137193450576107,1.0095890121406559,13.37059819211263
2014-02-11 00:00:00,760000.0,801000.0,739000.0,776000.0,507.90070803,814400.0,31000.0,822500.0,False,1.0,1.0095890121406559,13.37059819211263
2014-02-12 00:00:00,777000.0,777000.0,713000.0,729000.0,373.10717116,796400.0,32000.0,808000.0,False,1.0,1.0095890121406559,13.37059819211263
2014-02-13 00:00:00,728000.0,738000.0,708000.0,715000.0,250.73406164,777400.0,15000.0,760000.0,False,1.0,1.0095890121406559,13.37059819211263
2014-02-14 00:00:00,710000.0,716000.0,551000.0,681000.0,560.03562174,756200.0,82500.0,725000.0,False,1.0,1.0095890121406559,13.37059819211263
2014-02-15 00:00:00,686000.0,771000.0,682000.0,687000.0,327.92850964,731400.0,44500.0,768500.0,False,0.8907492517891997,0.8992906571788865,22.83492515667838
2014-02-16 00:00:00,689000.0,711000.0,665000.0,681000.0,110.87317765,717600.0,23000.0,733500.0,False,1.0,0.8992906571788865,22.83492515667838
2014-02-17 00:00:00,683000.0,709000.0,645000.0,693000.0,400.56506482,698600.0,32000.0,706000.0,False,0.9783864022662889,0.8798537506689373,24.502740043433644
2014-02-18 00:00:00,699000.0,699000.0,652000.0,678000.0,256.64485641,691400.0,23500.0,731000.0,True,1.0,0.8798537506689373,24.502740043433644
2014-02-19 00:00:00,679000.0,689000.0,675000.0,676000.0,243.30067524,684000.0,7000.0,702500.0,False,1.0,0.8798537506689373,24.502740043433644
2014-02-20 00:00:00,678000.0,682000.0,637000.0,655000.0,335.47867266,683000.0,22500.0,685000.0,False,1.0,0.8798537506689373,24.502740043433644
2014-02-21 00:00:00,644000.0,670000.0,580000.0,642000.0,501.15539524,676600.0,45000.0,666500.0,False,0.9600408102025506,0.8446955076519596,27.519549383225456
2014-02-22 00:00:00,633000.0,642000.0,601000.0,618000.0,167.98700984,668800.0,20500.0,678000.0,False,1.0,0.8446955076519596,27.519549383225456
2014-02-23 00:00:00,625000.0,693000.0,619000.0,670000.0,266.03109447,653800.0,37000.0,645500.0,False,1.034755073586367,0.8740529621784772,25.0004859884664
2014-02-24 00:00:00,670000.0,676000.0,617000.0,633000.0,389.69032522,652200.0,29500.0,707000.0,True,1.0,0.8740529621784772,25.0004859884664
2014-02-25 00:00:00,629000.0,635000.0,490000.0,576000.0,746.42944787,643600.0,72500.0,658500.0,False,1.0,0.8740529621784772,25.0004859884664
2014-02-26 00:00:00,580000.0,628000.0,577000.0,600000.0,453.25668613,627800.0,25500.0,652500.0,False,1.0,0.8740529621784772,25.0004859884664
2014-02-27 00:00:00,604000.0,624000.0,603000.0,610000.0,214.3489589,619400.0,10500.0,629500.0,False,1.0,0.8740529621784772,25.0004859884664
2014-02-28 00:00:00,610000.0,615000.0,597000.0,605000.0,205.29156729,617800.0,9000.0,620500.0,False,1.0,0.8740529621784772,25.0004859884664
2014-03-01 00:00:00,600000.0,607000.0,583000.0,598000.0,67.71346259,604800.0,12000.0,609000.0,False,1.0,0.8740529621784772,25.0004859884664
2014-03-02 00:00:00,598000.0,607000.0,598000.0,600000.0,47.83875485,597800.0,4500.0,610000.0,True,1.0,0.8740529621784772,25.0004859884664
2014-03-03 00:00:00,599000.0,616000.0,596000.0,605000.0,239.70793771,602600.0,10000.0,603500.0,False,0.9992855012427507,0.8734284524232306,25.05407304802194
2014-03-04 00:00:00,610000.0,736000.0,610000.0,736000.0,554.11606408,603600.0,63000.0,620000.0,True,1.1838967741935482,1.0340491273127257,11.271758842607879
2014-03-05 00:00:00,733000.0,736000.0,670000.0,690000.0,315.50685809,628800.0,33000.0,796000.0,True,1.0,1.0340491273127257,11.271758842607879
2014-03-06 00:00:00,690000.0,700000.0,680000.0,685000.0,254.9425926,645800.0,10000.0,723000.0,True,1.0,1.0340491273127257,11.271758842607879
2014-03-07 00:00:00,680000.0,688000.0,608000.0,657000.0,324.75856813,663200.0,40000.0,690000.0,True,1.0,1.0340491273127257,11.271758842607879
2014-03-08 00:00:00,655000.0,662000.0,631000.0,646000.0,157.82364116,674600.0,15500.0,695000.0,False,1.0,1.0340491273127257,11.271758842607879
2014-03-09 00:00:00,644000.0,667000.0,634000.0,656000.0,163.22582534,682800.0,16500.0,659500.0,False,0.9914929492039424,1.0252524188610572,12.026574497178668
2014-03-10 00:00:00,652000.0,669000.0,647000.0,654000.0,169.00026625,666800.0,11000.0,668500.0,False,0.9751096484667165,0.9997335257452563,14.216263983531018
2014-03-11 00:00:00,649000.0,659000.0,646000.0,652000.0,224.34737065,659600.0,6500.0,660000.0,False,1.0,0.9997335257452563,14.216263983531018
2014-03-12 00:00:00,652000.0,670000.0,650000.0,664000.0,352.80721224,653000.0,10000.0,658500.0,False,1.0051523158694,1.0048844686551248,13.774279079116944
2014-03-13 00:00:00,664000.0,675000.0,661000.0,669000.0,225.05414224,654400.0,7000.0,674000.0,True,0.9893816023738873,0.9942142057986397,14.689858069453104
2014-03-14 00:00:00,669000.0,680000.0,667000.0,669000.0,279.74805383,659000.0,6500.0,676000.0,True,0.9864449704142012,0.9807376028244177,15.846239567290363
2014-03-15 00:00:00,668000.0,673000.0,665000.0,670000.0,88.41220492,661600.0,4000.0,674500.0,True,1.0,0.9807376028244177,15.846239567290363
2014-03-16 00:00:00,670000.0,678000.0,669000.0,674000.0,110.99737402,664800.0,4500.0,674000.0,True,0.9968,0.9775992424953796,16.115531600675034
2014-03-17 00:00:00,673000.0,677000.0,657000.0,668000.0,289.87505043,669200.0,10000.0,677500.0,True,1.0,0.9775992424953796,16.115531600675034
2014-03-18 00:00:00,667000.0,669000.0,645000.0,649000.0,224.6539174,670000.0,12000.0,677000.0,False,1.0,0.9775992424953796,16.115531600675034
2014-03-19 00:00:00,649000.0,664000.0,649000.0,653000.0,233.06790478,666000.0,7500.0,661000.0,False,0.9846971255673223,0.9626391640419919,17.39920508744183
2014-03-20 00:00:00,652000.0,658000.0,630000.0,638000.0,304.07344056,662800.0,14000.0,659500.0,False,1.0,0.9626391640419919,17.39920508744183
2014-03-21 00:00:00,633000.0,655000.0,615000.0,620000.0,479.67618167,656400.0,20000.0,647000.0,False,0.9550689335394127,0.919386759784857,21.11054689335532
2014-03-22 00:00:00,621000.0,628000.0,594000.0,601000.0,211.06852219,645600.0,17000.0,641000.0,False,1.0,0.919386759784857,21.11054689335532
2014-03-23 00:00:00,606000.0,615000.0,602000.0,610000.0,128.14801516,632200.0,6500.0,623000.0,False,1.0,0.919386759784857,21.11054689335532
2014-03-24 00:00:00,611000.0,618000.0,591000.0,601000.0,362.74517425,624400.0,13500.0,617500.0,False,0.9700793522267207,0.8918781123779177,23.47097043278587
2014-03-25 00:00:00,604000.0,627000.0,600000.0,619000.0,368.10804774,614000.0,13500.0,617500.0,False,0.9992291497975708,0.891190607954449,23.529962850719464
2014-03-26 00:00:00,618000.0,626000.0,613000.0,624000.0,510.59664114,610200.0,6500.0,631500.0,True,1.0,0.891190607954449,23.529962850719464
2014-03-27 00:00:00,625000.0,626000.0,548000.0,552000.0,695.16945889,611000.0,39000.0,631500.0,True,1.0,0.891190607954449,23.529962850719464
2014-03-28 00:00:00,549000.0,571000.0,502000.0,539000.0,801.27252866,601200.0,34500.0,588000.0,False,1.0,0.891190607954449,23.529962850719464
2014-03-29 00:00:00,533000.0,540000.0,524000.0,527000.0,214.92547577,587000.0,8000.0,567500.0,False,1.0,0.891190607954449,23.529962850719464
2014-03-30 00:00:00,525000.0,530000.0,488000.0,488000.0,291.8200994,572200.0,21000.0,533000.0,False,1.0,0.891190607954449,23.529962850719464
2014-03-31 00:00:00,488000.0,513000.0,455000.0,476000.0,555.41545198,546000.0,29000.0,509000.0,False,0.9319669941060904,0.8305602320708871,28.73244933880395
2014-04-01 00:00:00,482000.0,512000.0,466000.0,496000.0,361.12470947,516400.0,23000.0,511000.0,False,0.9674457925636007,0.8035220019876276,31.05250796651262
2014-04-02 00:00:00,495000.0,509000.0,480000.0,480000.0,286.15857015,505200.0,14500.0,518000.0,False,1.0,0.8035220019876276,31.05250796651262
2014-04-03 00:00:00,478000.0,480000.0,400000.0,438000.0,577.93569639,493400.0,40000.0,492500.0,False,1.0,0.8035220019876276,31.05250796651262
2014-04-04 00:00:00,439000.0,470000.0,436000.0,460000.0,273.87144953,475600.0,17000.0,479000.0,False,1.0,0.8035220019876276,31.05250796651262
2014-04-05 00:00:00,461000.0,473000.0,452000.0,465000.0,111.09925082,470000.0,10500.0,478000.0,False,1.0,0.8035220019876276,31.05250796651262
2014-04-06 00:00:00,466000.0,485000.0,466000.0,477000.0,265.38441562,467800.0,9500.0,476500.0,False,0.9978493179433369,0.8017938816358188,31.200792100480967
2014-04-07 00:00:00,477000.0,483000.0,471000.0,471000.0,159.04720642,464000.0,6000.0,486500.0,True,1.0,0.8017938816358188,31.200792100480967
2014-04-08 00:00:00,472000.0,483000.0,469000.0,473000.0,289.12122584,462200.0,7000.0,478000.0,True,0.9863397489539749,0.7908411759255065,32.14060655215607
2014-04-09 00:00:00,474000.0,480000.0,465000.0,467000.0,330.82693761,469200.0,7500.0,481000.0,True,1.0,0.7908411759255065,32.14060655215607
2014-04-10 00:00:00,467000.0,472000.0,418000.0,426000.0,392.02164635,470600.0,27000.0,474500.0,False,1.0,0.7908411759255065,32.14060655215607
2014-04-11 00:00:00,426000.0,448000.0,381000.0,431000.0,688.96310569,462800.0,33500.0,453000.0,False,1.0,0.7908411759255065,32.14060655215607
2014-04-12 00:00:00,434000.0,467000.0,433000.0,453000.0,251.10439015,453600.0,17000.0,467500.0,False,1.0,0.7908411759255065,32.14060655215607
2014-04-13 00:00:00,452000.0,453000.0,433000.0,434000.0,223.78070459,450000.0,10000.0,469000.0,True,1.0,0.7908411759255065,32.14060655215607
2014-04-14 00:00:00,434000.0,514000.0,425000.0,498000.0,634.63303554,442200.0,44500.0,444000.0,False,1.1184216216216216,0.8844938704237552,24.104587137802746
2014-04-15 00:00:00,497000.0,549000.0,490000.0,528000.0,831.46321635,448400.0,29500.0,541500.0,True,0.9718692520775624,0.8596123963159232,26.23958186549855
2014-04-16 00:00:00,530000.0,593000.0,528000.0,548000.0,680.38734417,468800.0,32500.0,559500.0,True,0.9762459338695264,0.8391931066072599,27.991691715676886
2014-04-17 00:00:00,551000.0,580000.0,512000.0,531000.0,414.07364155,492200.0,34000.0,583500.0,True,1.0,0.8391931066072599,27.991691715676886
2014-04-18 00:00:00,531000.0,544000.0,510000.0,514000.0,294.07564967,507800.0,17000.0,565000.0,True,1.0,0.8391931066072599,27.991691715676886
2014-04-19 00:00:00,514000.0,537000.0,504000.0,524000.0,175.64194284,523800.0,16500.0,531000.0,False,0.9836173258003766,0.8254448793511433,29.171380369965
2014-04-20 00:00:00,524000.0,546000.0,520000.0,532000.0,70.41012243,529000.0,13000.0,540500.0,False,0.9810738205365402,0.8098223614273496,30.51189553623217
2014-04-21 00:00:00,532000.0,548000.0,523000.0,533000.0,231.04023338,529800.0,12500.0,545000.0,True,0.9747816513761468,0.7893999787934827,32.264270779810204
2014-04-22 00:00:00,534000.0,540000.0,524000.0,531000.0,127.45040897,526800.0,8000.0,546500.0,True,1.0,0.7893999787934827,32.264270779810204
2014-04-23 00:00:00,533000.0,538000.0,515000.0,520000.0,359.20169346,526800.0,11500.0,541000.0,True,1.0,0.7893999787934827,32.264270779810204
2014-04-24 00:00:00,523000.0,526000.0,513000.0,524000.0,166.72869108,528000.0,6500.0,534500.0,False,1.0,0.7893999787934827,32.264270779810204
2014-04-25 00:00:00,523000.0,534000.0,471000.0,475000.0,490.67495814,528000.0,31500.0,529500.0,False,0.8938727101038716,0.7056230984000691,39.45288015108694
2014-04-26 00:00:00,477000.0,487000.0,460000.0,478000.0,157.78195148,516600.0,13500.0,508500.0,False,1.0,0.7056230984000691,39.45288015108694
2014-04-27 00:00:00,480000.0,483000.0,470000.0,478000.0,94.36345116,505600.0,6500.0,493500.0,False,1.0,0.7056230984000691,39.45288015108694
2014-04-28 00:00:00,478000.0,478000.0,432000.0,456000.0,300.06434295,495000.0,23000.0,484500.0,False,1.0,0.7056230984000691,39.45288015108694
2014-04-29 00:00:00,456000.0,473000.0,451000.0,469000.0,272.60531702,482200.0,11000.0,479000.0,False,1.0,0.7056230984000691,39.45288015108694
2014-04-30 00:00:00,464000.0,468000.0,450000.0,466000.0,313.41384894,471200.0,9000.0,475000.0,False,1.0,0.7056230984000691,39.45288015108694
2014-05-01 00:00:00,466000.0,473000.0,461000.0,465000.0,172.01252705,469400.0,6000.0,475000.0,False,1.0,0.7056230984000691,39.45288015108694
2014-05-02 00:00:00,465000.0,474000.0,460000.0,461000.0,288.99590055,466800.0,7000.0,471000.0,False,0.9755685774946922,0.6883837223535526,40.93213241759525
2014-05-03 00:00:00,462000.0,466000.0,440000.0,459000.0,186.78863759,463400.0,13000.0,469000.0,False,1.0,0.6883837223535526,40.93213241759525
2014-05-04 00:00:00,452000.0,460000.0,450000.0,456000.0,122.20184658,464000.0,5000.0,465000.0,False,1.0,0.6883837223535526,40.93213241759525
2014-05-05 00:00:00,456000.0,457000.0,444000.0,447000.0,98.11248616,461400.0,6500.0,461000.0,False,1.0,0.6883837223535526,40.93213241759525
2014-05-06 00:00:00,447000.0,460000.0,435000.0,449000.0,206.73222645,457600.0,12500.0,453500.0,False,0.9868771775082691,0.67935018495891,41.7072695588442
2014-05-07 00:00:00,452000.0,460000.0,445000.0,460000.0,350.73150153,454400.0,7500.0,464500.0,False,1.0,0.67935018495891,41.7072695588442
2014-05-08 00:00:00,460000.0,468000.0,459000.0,459000.0,283.06137113,454200.0,4500.0,467500.0,True,0.9786181818181818,0.664824442822334,42.95367412245874
2014-05-09 00:00:00,462000.0,469000.0,456000.0,469000.0,283.32853995,454200.0,6500.0,466500.0,True,1.0021590568060021,0.6662598365604061,42.83050786431542
2014-05-10 00:00:00,469000.0,476000.0,462000.0,472000.0,172.12950633,456800.0,7000.0,475500.0,True,0.9894393270241851,0.6592236843095718,43.43425617495381
2014-05-11 00:00:00,471000.0,474000.0,455000.0,455000.0,177.71673068,461800.0,9500.0,478000.0,True,1.0,0.6592236843095718,43.43425617495381
2014-05-12 00:00:00,455000.0,461000.0,448000.0,455000.0,150.37578647,463000.0,6500.0,464500.0,False,1.0,0.6592236843095718,43.43425617495381
2014-05-13 00:00:00,453000.0,460000.0,450000.0,451000.0,269.45777337,462000.0,5000.0,459500.0,False,0.9783016322089227,0.6449196063508337,44.661640488845514
2014-05-14 00:00:00,451000.0,459000.0,451000.0,454000.0,173.30829705,460400.0,4000.0,456000.0,False,0.9924140350877193,0.6400272688458144,45.081435342400304
2014-05-15 00:00:00,455000.0,480000.0,454000.0,464000.0,254.75124916,457400.0,13000.0,459000.0,False,1.0076932461873638,0.6449511561916713,44.65893330423274
2014-05-16 00:00:00,464000.0,470000.0,457000.0,468000.0,387.48135816,455800.0,6500.0,477000.0,True,1.0,0.6449511561916713,44.65893330423274
2014-07-02 00:00:00,681000.0,684000.0,656000.0,672000.0,699.59408339,458400.0,14000.0,687500.0,True,1.0,0.6449511561916713,44.65893330423274
2014-07-03 00:00:00,672000.0,676000.0,663000.0,665000.0,859.46885769,501800.0,6500.0,686000.0,True,1.0,0.6449511561916713,44.65893330423274
2014-07-04 00:00:00,665000.0,668000.0,642000.0,650000.0,803.76260341,544600.0,13000.0,671500.0,True,1.0,0.6449511561916713,44.65893330423274
2014-07-05 00:00:00,654000.0,656000.0,635000.0,651000.0,504.01854433,583800.0,10500.0,667000.0,True,1.0,0.6449511561916713,44.65893330423274
2014-07-06 00:00:00,651000.0,656000.0,646000.0,650000.0,471.15895136,621200.0,5000.0,661500.0,True,1.0,0.6449511561916713,44.65893330423274
2014-07-07 00:00:00,650000.0,653000.0,639000.0,640000.0,998.09102809,657600.0,7000.0,655000.0,False,1.0,0.6449511561916713,44.65893330423274
2014-07-08 00:00:00,640000.0,648000.0,634000.0,638000.0,616.63332342,651200.0,7000.0,647000.0,False,0.9828896445131375,0.6339158126375689,45.60583862841948
2014-07-09 00:00:00,640000.0,648000.0,637000.0,640000.0,1115.62134526,645800.0,5500.0,647000.0,False,0.9859808346213292,0.6250288420240484,46.36839937232177
2014-07-10 00:00:00,640000.0,648000.0,634000.0,640000.0,2276.18118054,643800.0,7000.0,645500.0,False,0.9882794732765299,0.6177031747781659,46.996989980700945
2014-07-11 00:00:00,642000.0,643000.0,634000.0,642000.0,1250.1869096,641600.0,4500.0,649000.0,True,1.0,0.6177031747781659,46.996989980700945
2014-07-12 00:00:00,643000.0,652000.0,640000.0,645000.0,503.56424022,640000.0,6000.0,647500.0,True,0.9929389961389962,0.613341570276103,47.37124443909204
2014-07-13 00:00:00,645000.0,650000.0,642000.0,645000.0,217.63870693,641000.0,4000.0,651000.0,True,1.0,0.613341570276103,47.37124443909204
2014-07-14 00:00:00,648000.0,649000.0,633000.0,634000.0,446.06821868,642400.0,8000.0,652000.0,True,1.0,0.613341570276103,47.37124443909204
2014-07-15 00:00:00,637000.0,647000.0,634000.0,641000.0,804.74079116,641200.0,6500.0,645000.0,False,0.9905984496124031,0.6075752085983445,47.86603633633443
2014-07-16 00:00:00,641000.0,647000.0,637000.0,637000.0,799.6852448,641400.0,5000.0,647500.0,False,1.0,0.6075752085983445,47.86603633633443
2014-07-17 00:00:00,637000.0,646000.0,635000.0,642000.0,685.74049961,640400.0,5500.0,642000.0,False,0.9968,0.6056309679308298,48.03286502005816
2014-07-18 00:00:00,642000.0,652000.0,641000.0,645000.0,777.12546081,639800.0,5500.0,647500.0,True,0.9929389961389962,0.6013546053279267,48.39980516079684
2014-07-19 00:00:00,644000.0,654000.0,644000.0,653000.0,712.99670259,639800.0,5000.0,649500.0,True,1.0021887605850655,0.6026708265857161,48.286864688151084
2014-07-20 00:00:00,652000.0,654000.0,646000.0,648000.0,420.16084715,643600.0,4000.0,657000.0,True,1.0,0.6026708265857161,48.286864688151084
2014-07-21 00:00:00,647000.0,650000.0,645000.0,646000.0,908.63592972,645000.0,2500.0,651000.0,True,1.0,0.6026708265857161,48.286864688151084
2014-07-22 00:00:00,646000.0,649000.0,643000.0,643000.0,861.98942506,646800.0,3000.0,648500.0,False,0.9883188897455667,0.595630962213238,48.89093152333122
2014-07-23 00:00:00,643000.0,651000.0,638000.0,642000.0,1613.78551242,647000.0,6500.0,646000.0,False,0.9906080495356038,0.5900368257210705,49.37094536274553
2014-07-24 00:00:00,644000.0,646000.0,616000.0,626000.0,1053.51435172,646400.0,15000.0,650500.0,False,1.0,0.5900368257210705,49.37094536274553
2014-07-25 00:00:00,626000.0,628000.0,616000.0,621000.0,641.86470204,641000.0,6000.0,641000.0,False,1.0,0.5900368257210705,49.37094536274553
2014-07-26 00:00:00,622000.0,624000.0,608000.0,611000.0,379.47758739,635600.0,8000.0,628000.0,False,1.0,0.5900368257210705,49.37094536274553
2014-07-27 00:00:00,610000.0,617000.0,609000.0,613000.0,131.5357005,628600.0,4000.0,618000.0,False,1.0,0.5900368257210705,49.37094536274553
2014-07-28 00:00:00,612000.0,613000.0,590000.0,595000.0,1036.45428305,622600.0,11500.0,616000.0,False,1.0,0.5900368257210705,49.37094536274553
2014-07-29 00:00:00,595000.0,609000.0,593000.0,594000.0,1013.08656761,613200.0,8000.0,606500.0,False,0.9761899422918384,0.5759880148507114,50.57642607536822
2014-07-30 00:00:00,597000.0,601000.0,590000.0,592000.0,1041.76244487,606800.0,5500.0,605000.0,False,1.0,0.5759880148507114,50.57642607536822
2014-07-31 00:00:00,592000.0,603000.0,1000.0,594000.0,1628.19452523,601000.0,301000.0,597500.0,False,0.990942259414226,0.5707708648316787,51.024091986799355
2014-08-01 00:00:00,597000.0,619000.0,594000.0,613000.0,900.30459455,597600.0,12500.0,898000.0,False,1.0,0.5707708648316787,51.024091986799355
2014-08-02 00:00:00,612000.0,622000.0,603000.0,606000.0,741.43192375,597600.0,9500.0,624500.0,True,1.0,0.5707708648316787,51.024091986799355
2014-08-03 00:00:00,606000.0,610000.0,597000.0,603000.0,218.29026237,599800.0,6500.0,615500.0,True,1.0,0.5707708648316787,51.024091986799355
2014-08-04 00:00:00,604000.0,609000.0,597000.0,605000.0,546.61678955,601600.0,6000.0,610500.0,True,1.0,0.5707708648316787,51.024091986799355
2014-08-05 00:00:00,606000.0,615000.0,598000.0,602000.0,1188.32428322,604200.0,8500.0,612000.0,True,0.9804601307189542,0.5596180767434382,51.981074827297824
2014-08-06 00:00:00,604000.0,615000.0,603000.0,605000.0,1160.77044699,605800.0,6000.0,612500.0,False,0.9845551020408163,0.5509748326520212,52.722722226699894
2014-08-07 00:00:00,606000.0,612000.0,606000.0,609000.0,1043.06432339,604200.0,3000.0,612000.0,True,1.0,0.5509748326520212,52.722722226699894
